Energy consumed for RAM,RAM Power,Energy consumed for all GPUs,Total GPU Power,Energy consumed for all CPUs,Total CPU Power,Electricity used since the beginning
0.002362,3.0,0.006629,6.2895,0.000361,0.3491,0.009352
0.002369,3.0,0.006649,5.9026000000000005,0.000361,0.3411,0.009380
0.002377,3.0,0.006670,6.275499999999999,0.000362,0.30090000000000006,0.009408
0.002384,3.0,0.006690,6.2872,0.000363,0.3687,0.009437
0.002391,3.0,0.006711,6.2705,0.000364,0.3508,0.009466
0.002399,3.0,0.006732,6.2296000000000005,0.000365,0.3493000000000001,0.009495
0.002406,3.0,0.006751,5.898300000000002,0.000365,0.18050000000000002,0.009522
0.002413,3.0,0.006772,6.229500000000001,0.000366,0.33930000000000005,0.009551
0.002420,3.0,0.006793,6.299300000000001,0.000367,0.39249999999999996,0.009580
0.002428,3.0,0.006813,6.2890999999999995,0.000368,0.3633,0.009609
0.002435,3.0,0.006834,6.245100000000001,0.000369,0.34459999999999996,0.009638
0.002442,3.0,0.006855,6.2583,0.000369,0.1824,0.009666
0.002450,3.0,0.006875,6.2989999999999995,0.000370,0.29769999999999996,0.009695
0.002457,3.0,0.006896,6.319599999999999,0.000371,0.3635,0.009724
0.002464,3.0,0.006917,6.2679,0.000372,0.36390000000000006,0.009753
0.002472,3.0,0.006937,5.944599999999999,0.000372,0.3508,0.009781
0.002479,3.0,0.006957,6.284199999999999,0.000373,0.3033,0.009810
0.002486,3.0,0.006978,6.2587,0.000374,0.36710000000000004,0.009838
0.002494,3.0,0.006999,6.2772,0.000375,0.3544999999999999,0.009867
0.002501,3.0,0.007020,6.255,0.000376,0.3359,0.009896
0.002508,3.0,0.007039,5.9235999999999995,0.000376,0.18100000000000002,0.009924
0.002515,3.0,0.007060,6.2538,0.000377,0.3641,0.009952
0.002523,3.0,0.007080,6.269,0.000378,0.3541,0.009981
0.002530,3.0,0.007101,6.2433,0.000379,0.32130000000000003,0.010010
0.002537,3.0,0.007122,6.215699999999999,0.000380,0.4243,0.010039
0.002545,3.0,0.007142,6.2859,0.000380,0.1655,0.010067
0.002552,3.0,0.007163,6.2993,0.000381,0.3629,0.010096
0.002559,3.0,0.007184,6.3047,0.000382,0.3586,0.010125
0.002567,3.0,0.007205,6.2732,0.000383,0.3385,0.010154
0.002574,3.0,0.007224,5.883299999999999,0.000384,0.3388,0.010182
0.002581,3.0,0.007245,6.1811,0.000384,0.3113,0.010210
0.002589,3.0,0.007265,6.236700000000001,0.000385,0.30450000000000005,0.010239
0.002596,3.0,0.007286,6.2562,0.000386,0.4445,0.010268
0.002603,3.0,0.007307,6.2725,0.000387,0.35180000000000006,0.010297
0.002611,3.0,0.007326,5.852500000000001,0.000388,0.19140000000000001,0.010324
0.002618,3.0,0.007347,6.287799999999999,0.000388,0.30369999999999997,0.010353
